user_id,total_spend_virtual,total_no_purchases_virtual,first_gold_spend_date_virtual,last_gold_spend_date_virtual,number_of_purchase_days_virtual,preferred_product_virtual,average_spend_per_purchase_virtual
292419,17,2,2024-03-18,2024-03-22,2,Weapon,8.5
292420,138,5,2024-04-11,2024-04-16,5,Weapon,27.6
292422,512,7,2024-03-15,2024-03-29,7,Boost,73.14
292423,92,2,2024-04-08,2024-04-09,2,Weapon,46.0
292424,67,4,2024-03-03,2024-03-07,4,Weapon,16.75
292425,135,8,2024-04-11,2024-04-26,8,Weapon,16.88
292427,301,4,2024-03-05,2024-03-26,4,Weapon,75.25
292428,5,1,2024-03-29,2024-03-29,1,Weapon,5.0
292429,52,2,2024-03-21,2024-03-21,1,Boost,26.0
292433,10,1,2024-03-25,2024-03-25,1,Weapon,10.0
292434,60,5,2024-03-18,2024-04-12,5,Weapon,12.0
292440,129,4,2024-03-12,2024-03-19,4,Weapon,32.25
292441,45,1,2024-03-17,2024-03-17,1,Weapon,45.0
292442,45,2,2024-04-04,2024-04-05,2,Weapon,22.5
292443,69,5,2024-03-01,2024-03-07,5,Weapon,13.8
292444,2600,6,2024-03-07,2024-03-16,6,Boost,433.33
292445,15,1,2024-04-01,2024-04-01,1,Weapon,15.0
292446,49,3,2024-04-11,2024-04-13,3,Weapon,16.33
292448,63,2,2024-03-20,2024-03-22,2,Weapon,31.5
292449,23,2,2024-03-01,2024-03-03,2,Weapon,11.5
292450,22,1,2024-03-28,2024-03-28,1,Weapon,22.0
292451,30,2,2024-04-03,2024-04-15,2,Weapon,15.0
292452,44,2,2024-03-16,2024-03-21,2,Weapon,22.0
292453,34,1,2024-03-12,2024-03-12,1,Boost,34.0
292458,35,3,2024-03-25,2024-03-29,3,Weapon,11.67
292459,39,2,2024-03-13,2024-03-14,2,Weapon,19.5
292464,57,4,2024-04-09,2024-04-15,4,Weapon,14.25
292465,9,2,2024-03-22,2024-03-23,2,Weapon,4.5
292467,243,6,2024-03-26,2024-04-16,6,Weapon,40.5
292468,104,2,2024-03-01,2024-03-02,2,Weapon,52.0
292470,43,3,2024-04-02,2024-04-08,3,Weapon,14.33
292472,20,2,2024-03-31,2024-04-03,2,Weapon,10.0
292473,70,3,2024-03-06,2024-03-09,3,Weapon,23.33
292474,80,4,2024-03-26,2024-03-31,4,Weapon,20.0
292476,141,3,2024-03-18,2024-04-15,3,Weapon,47.0
292477,136,4,2024-03-25,2024-04-21,4,Weapon,34.0
292478,5,1,2024-03-17,2024-03-17,1,Weapon,5.0
292479,5,1,2024-03-02,2024-03-02,1,Weapon,5.0
292482,32,3,2024-04-12,2024-04-13,2,Weapon,10.67
292483,55,4,2024-03-10,2024-04-11,4,Weapon,13.75
292485,8,1,2024-03-28,2024-03-28,1,Weapon,8.0
292486,14,2,2024-03-08,2024-03-23,2,Weapon,7.0
292489,144,5,2024-03-02,2024-04-20,5,Weapon,28.8
292490,22,1,2024-03-09,2024-03-09,1,Weapon,22.0
292493,25,2,2024-04-13,2024-04-14,2,Weapon,12.5
292494,107,5,2024-03-01,2024-04-12,4,Weapon,21.4
292495,36,2,2024-04-02,2024-04-03,2,Weapon,18.0
292496,43,2,2024-03-24,2024-03-27,2,Weapon,21.5
292501,11,2,2024-04-12,2024-04-15,2,Weapon,5.5
292504,98,1,2024-03-08,2024-03-08,1,Weapon,98.0
292511,36,4,2024-04-10,2024-04-12,3,Boost,9.0
292513,55,2,2024-03-27,2024-03-28,2,Weapon,27.5
292514,104,3,2024-04-14,2024-04-20,3,Weapon,34.67
292519,50,1,2024-04-05,2024-04-05,1,Weapon,50.0
292520,4,1,2024-03-07,2024-03-07,1,Weapon,4.0
292521,41,1,2024-04-17,2024-04-17,1,Weapon,41.0
292522,585,2,2024-03-20,2024-04-18,2,Boost,292.5
292524,50,5,2024-04-09,2024-04-13,4,Boost,10.0
292526,128,4,2024-03-10,2024-03-14,4,Weapon,32.0
292527,38,1,2024-04-09,2024-04-09,1,Weapon,38.0
292528,26,2,2024-03-30,2024-03-31,2,Weapon,13.0
292530,192,5,2024-04-07,2024-04-20,5,Weapon,38.4
292531,135,3,2024-03-15,2024-03-21,3,Weapon,45.0
292532,101,5,2024-04-16,2024-04-22,5,Weapon,20.2
292533,40,2,2024-04-02,2024-04-03,2,Weapon,20.0
292534,86,2,2024-04-14,2024-04-15,2,Weapon,43.0
292535,420,1,2024-04-22,2024-04-22,1,Weapon,420.0
292536,83,6,2024-03-13,2024-03-19,6,Weapon,13.83
292538,708,13,2024-03-12,2024-04-28,13,Weapon,54.46
292539,25,1,2024-03-17,2024-03-17,1,Weapon,25.0
292541,15,1,2024-03-10,2024-03-10,1,Weapon,15.0
292542,33,2,2024-03-30,2024-03-31,2,Weapon,16.5
292543,73,2,2024-03-29,2024-04-01,2,Weapon,36.5
292544,181,4,2024-03-11,2024-03-26,4,Weapon,45.25
292545,13,1,2024-03-09,2024-03-09,1,Weapon,13.0
292546,2774,9,2024-04-21,2024-04-27,7,Weapon,308.22
292547,101,3,2024-04-11,2024-04-15,3,Weapon,33.67
292548,69,2,2024-03-02,2024-03-03,2,Weapon,34.5
292549,86,2,2024-04-13,2024-04-14,2,Weapon,43.0
292550,20,1,2024-03-30,2024-03-30,1,Boost,20.0
292552,100,1,2024-03-02,2024-03-02,1,Boost,100.0
292554,182,4,2024-04-18,2024-04-29,4,Weapon,45.5
292556,105,2,2024-04-11,2024-04-22,2,Boost,52.5
292557,117,4,2024-04-10,2024-04-14,4,Weapon,29.25
292560,322,9,2024-03-04,2024-04-14,9,Weapon,35.78
292561,42,2,2024-04-15,2024-04-17,2,Weapon,21.0
292562,9,1,2024-03-06,2024-03-06,1,Weapon,9.0
292563,55,2,2024-03-19,2024-03-23,2,Weapon,27.5
292564,33,3,2024-03-02,2024-03-08,3,Weapon,11.0
292565,17,2,2024-03-13,2024-03-16,2,Weapon,8.5
292570,112,3,2024-03-21,2024-03-23,3,Weapon,37.33
292572,85,6,2024-04-12,2024-04-30,5,Weapon,14.17
292573,2536,5,2024-03-02,2024-03-06,3,Weapon,507.2
292575,48,4,2024-03-18,2024-03-22,4,Weapon,12.0
292576,30,2,2024-03-15,2024-03-16,2,Weapon,15.0
292578,59,2,2024-04-12,2024-04-13,2,Weapon,29.5
292579,58,3,2024-03-19,2024-03-24,3,Weapon,19.33
292581,35,2,2024-03-29,2024-03-31,2,Weapon,17.5
292582,5,1,2024-04-04,2024-04-04,1,Weapon,5.0
292583,5,1,2024-03-05,2024-03-05,1,Boost,5.0
292585,35,2,2024-03-05,2024-03-21,2,Weapon,17.5
292586,63,5,2024-03-29,2024-04-14,5,Weapon,12.6
292588,76,5,2024-04-05,2024-04-11,5,Weapon,15.2
292589,84,3,2024-03-31,2024-04-04,3,Weapon,28.0
292590,21,2,2024-04-12,2024-04-16,2,Weapon,10.5
292591,63,4,2024-04-11,2024-04-19,4,Weapon,15.75
292592,23,3,2024-03-13,2024-03-16,3,Weapon,7.67
292593,25,2,2024-04-07,2024-04-10,2,Weapon,12.5
292594,362,9,2024-03-11,2024-04-15,9,Weapon,40.22
292595,108,2,2024-04-10,2024-04-18,2,Weapon,54.0
292596,139,2,2024-03-11,2024-03-15,2,Weapon,69.5
292599,325,7,2024-03-10,2024-04-11,6,Weapon,46.43
292600,85,4,2024-03-05,2024-04-02,4,Weapon,21.25
292601,134,4,2024-04-13,2024-04-18,4,Weapon,33.5
292603,110,3,2024-03-18,2024-03-21,3,Weapon,36.67
292604,7,1,2024-03-15,2024-03-15,1,Weapon,7.0
292605,5,1,2024-03-18,2024-03-18,1,Weapon,5.0
292607,319,6,2024-03-01,2024-04-12,6,Boost,53.17
292613,59,3,2024-03-29,2024-04-01,3,Weapon,19.67
292614,42,3,2024-03-23,2024-03-30,3,Weapon,14.0
292615,27,2,2024-04-05,2024-04-07,2,Boost,13.5
292616,152,7,2024-03-23,2024-04-18,7,Weapon,21.71
292619,40,3,2024-03-01,2024-03-13,3,Weapon,13.33
292620,11,1,2024-04-23,2024-04-23,1,Weapon,11.0
292621,110,2,2024-03-01,2024-03-10,2,Boost,55.0
292622,376,6,2024-03-31,2024-05-01,6,Boost,62.67
292624,59,2,2024-04-04,2024-04-06,2,Weapon,29.5
292628,33,3,2024-03-03,2024-03-22,3,Weapon,11.0
292629,43,4,2024-03-07,2024-03-13,4,Weapon,10.75
292630,30,3,2024-04-10,2024-04-12,3,Weapon,10.0
292634,10,1,2024-04-09,2024-04-09,1,Weapon,10.0
292635,265,10,2024-03-30,2024-04-18,9,Weapon,26.5
292636,140,4,2024-03-02,2024-03-21,4,Weapon,35.0
292637,6,1,2024-03-20,2024-03-20,1,Weapon,6.0
292638,34,2,2024-03-08,2024-03-13,2,Weapon,17.0
292639,95,2,2024-04-04,2024-04-05,2,Weapon,47.5
292643,108,4,2024-03-11,2024-03-23,4,Weapon,27.0
292645,50,3,2024-03-21,2024-03-25,3,Weapon,16.67
292646,48,4,2024-04-13,2024-04-30,4,Boost,12.0
292647,62,4,2024-03-20,2024-04-10,4,Weapon,15.5
292650,72,2,2024-03-17,2024-03-27,2,Weapon,36.0
292654,87,3,2024-04-22,2024-04-24,3,Weapon,29.0
292656,393,4,2024-04-02,2024-04-05,3,Boost,98.25
292659,80,4,2024-03-02,2024-03-07,4,Weapon,20.0
292660,78,4,2024-03-15,2024-03-25,4,Weapon,19.5
292661,100,1,2024-03-06,2024-03-06,1,Boost,100.0
292662,100,1,2024-04-28,2024-04-28,1,Boost,100.0
292665,44,4,2024-04-12,2024-04-21,4,Weapon,11.0
292667,34,2,2024-03-21,2024-03-30,2,Weapon,17.0
292668,797,4,2024-03-15,2024-04-16,4,Boost,199.25
292671,14,1,2024-03-10,2024-03-10,1,Weapon,14.0
292672,648,7,2024-03-03,2024-04-30,7,Weapon,92.57
292673,549,2,2024-04-24,2024-04-29,2,Boost,274.5
292674,15,2,2024-04-16,2024-04-17,2,Weapon,7.5
292678,15,2,2024-04-17,2024-05-01,2,Weapon,7.5
292679,191,8,2024-03-11,2024-04-24,8,Weapon,23.88
292681,55,3,2024-04-19,2024-04-23,3,Weapon,18.33
292683,319,10,2024-03-14,2024-04-27,10,Weapon,31.9
292684,47,3,2024-04-06,2024-04-09,3,Weapon,15.67
292685,55,3,2024-03-26,2024-03-30,3,Weapon,18.33
292686,321,11,2024-03-03,2024-04-03,10,Weapon,29.18
292688,5,1,2024-03-02,2024-03-02,1,Weapon,5.0
292690,18,2,2024-03-27,2024-03-31,2,Weapon,9.0
292691,35,3,2024-03-22,2024-03-26,3,Weapon,11.67
292693,50,2,2024-03-19,2024-03-22,2,Weapon,25.0
292696,500,1,2024-03-18,2024-03-18,1,Weapon,500.0
292697,187,5,2024-03-13,2024-04-28,5,Weapon,37.4
292698,259,9,2024-03-11,2024-03-26,9,Weapon,28.78
292700,37,3,2024-03-22,2024-03-25,3,Weapon,12.33
292701,1628,4,2024-04-15,2024-04-16,2,Weapon,407.0
292705,61,2,2024-03-22,2024-03-23,2,Weapon,30.5
292706,109,5,2024-04-12,2024-04-18,5,Weapon,21.8
292708,47,2,2024-03-25,2024-03-26,2,Weapon,23.5
292712,6,1,2024-03-02,2024-03-02,1,Weapon,6.0
292715,15,1,2024-03-08,2024-03-08,1,Weapon,15.0
292716,35,2,2024-04-05,2024-04-06,2,Weapon,17.5
292718,1297,28,2024-03-02,2024-04-21,25,Weapon,46.32
292724,162,7,2024-04-16,2024-04-27,7,Weapon,23.14
292726,10521,10,2024-03-26,2024-03-30,5,Boost,1052.1
292727,59,5,2024-03-31,2024-04-09,5,Weapon,11.8
292729,114,3,2024-03-17,2024-03-22,3,Weapon,38.0
292731,110,4,2024-03-19,2024-04-05,4,Weapon,27.5
292733,68,3,2024-03-14,2024-03-18,3,Weapon,22.67
292736,112,5,2024-03-04,2024-03-20,5,Weapon,22.4
292737,31,1,2024-04-25,2024-04-25,1,Weapon,31.0
292738,20,1,2024-03-24,2024-03-24,1,Weapon,20.0
292740,150,5,2024-03-20,2024-03-28,5,Weapon,30.0
292742,91,3,2024-03-10,2024-03-12,3,Weapon,30.33
292743,33,1,2024-04-08,2024-04-08,1,Weapon,33.0
292744,1,1,2024-04-12,2024-04-12,1,Weapon,1.0
292745,96,3,2024-03-19,2024-03-23,3,Weapon,32.0
292747,135,6,2024-04-16,2024-04-30,6,Weapon,22.5
292748,207,8,2024-04-04,2024-04-30,8,Weapon,25.88
292750,86,3,2024-03-22,2024-03-24,3,Weapon,28.67
292751,66,5,2024-03-04,2024-03-27,5,Weapon,13.2
292752,83,2,2024-04-03,2024-04-04,2,Weapon,41.5
292754,8,1,2024-03-11,2024-03-11,1,Weapon,8.0
292755,346,7,2024-03-04,2024-04-12,7,Boost,49.43
292756,47,3,2024-03-12,2024-03-28,3,Weapon,15.67
292758,114,4,2024-03-14,2024-03-20,4,Weapon,28.5
292759,57,2,2024-03-20,2024-03-21,2,Weapon,28.5
292761,61,5,2024-03-31,2024-04-20,5,Weapon,12.2
292762,138,3,2024-03-03,2024-03-14,3,Weapon,46.0
292763,15,1,2024-03-17,2024-03-17,1,Weapon,15.0
292764,226,6,2024-03-31,2024-04-14,6,Weapon,37.67
292766,35,2,2024-04-16,2024-04-17,2,Weapon,17.5
292769,99,1,2024-04-14,2024-04-14,1,Boost,99.0
292774,31,1,2024-03-02,2024-03-02,1,Weapon,31.0
292779,62,5,2024-04-11,2024-04-17,5,Weapon,12.4
292780,27,2,2024-03-16,2024-03-17,2,Weapon,13.5
292782,15,1,2024-03-21,2024-03-21,1,Weapon,15.0
292785,59,3,2024-04-20,2024-04-23,3,Weapon,19.67
292786,43,2,2024-03-28,2024-03-29,2,Weapon,21.5
292787,28,3,2024-03-01,2024-03-05,3,Weapon,9.33
292788,148,2,2024-03-21,2024-03-31,2,Boost,74.0
292789,161,6,2024-03-15,2024-04-02,6,Weapon,26.83
292794,715,8,2024-04-13,2024-05-01,8,Boost,89.38
292798,223,4,2024-03-02,2024-03-28,4,Boost,55.75
292800,87,3,2024-04-15,2024-04-24,3,Weapon,29.0
292801,48,3,2024-03-02,2024-03-11,3,Weapon,16.0
292803,15,1,2024-03-03,2024-03-03,1,Weapon,15.0
292806,15,1,2024-03-10,2024-03-10,1,Weapon,15.0
292808,10,1,2024-03-13,2024-03-13,1,Weapon,10.0
292816,227,9,2024-04-12,2024-04-23,9,Weapon,25.22
292817,184,4,2024-04-15,2024-04-23,4,Weapon,46.0
292818,10,1,2024-03-02,2024-03-02,1,Weapon,10.0
292819,53,2,2024-04-04,2024-04-12,2,Weapon,26.5
292821,108,2,2024-04-10,2024-04-17,2,Boost,54.0
292823,37,2,2024-03-02,2024-03-03,2,Weapon,18.5
292824,13,1,2024-04-03,2024-04-03,1,Weapon,13.0
292825,69,5,2024-03-01,2024-03-28,5,Weapon,13.8
292826,20,1,2024-03-31,2024-03-31,1,Weapon,20.0
292827,683,17,2024-03-24,2024-04-28,17,Weapon,40.18
292828,199,1,2024-04-14,2024-04-14,1,Boost,199.0
292830,13,1,2024-03-13,2024-03-13,1,Weapon,13.0
292834,68,4,2024-03-18,2024-03-28,4,Weapon,17.0
292842,52,4,2024-03-24,2024-03-30,4,Weapon,13.0
292845,20,2,2024-04-14,2024-04-17,2,Weapon,10.0
292849,10,1,2024-03-22,2024-03-22,1,Weapon,10.0
292857,58,4,2024-03-21,2024-03-23,3,Weapon,14.5
292860,168,7,2024-03-27,2024-04-14,7,Weapon,24.0
292861,48,2,2024-03-25,2024-03-26,2,Weapon,24.0
292862,94,2,2024-04-22,2024-04-23,2,Weapon,47.0
292863,35,2,2024-03-03,2024-03-04,2,Weapon,17.5
292864,2,1,2024-03-17,2024-03-17,1,Weapon,2.0
292866,157,4,2024-03-23,2024-03-27,4,Weapon,39.25
292867,45,2,2024-04-13,2024-04-15,2,Weapon,22.5
292868,47,2,2024-03-21,2024-03-22,2,Weapon,23.5
292869,156,7,2024-03-28,2024-04-30,7,Weapon,22.29
292870,35,2,2024-03-05,2024-03-06,2,Weapon,17.5
292873,162,5,2024-03-14,2024-03-29,5,Weapon,32.4
292874,35,1,2024-03-31,2024-03-31,1,Weapon,35.0
292875,55,2,2024-04-21,2024-04-22,2,Weapon,27.5
292876,412,1,2024-03-16,2024-03-16,1,Gear,412.0
292878,68,5,2024-04-14,2024-04-24,5,Weapon,13.6
292879,15,1,2024-03-01,2024-03-01,1,Weapon,15.0
292881,40,3,2024-03-17,2024-03-27,3,Weapon,13.33
292882,500,1,2024-03-30,2024-03-30,1,Weapon,500.0
292884,30,2,2024-03-08,2024-03-10,2,Weapon,15.0
292886,112,4,2024-04-09,2024-04-13,4,Weapon,28.0
292887,78,3,2024-04-20,2024-04-24,3,Weapon,26.0
292888,64,3,2024-04-02,2024-04-06,2,Weapon,21.33
292890,10,1,2024-03-05,2024-03-05,1,Weapon,10.0
292892,3,1,2024-03-18,2024-03-18,1,Weapon,3.0
292893,55,3,2024-03-25,2024-03-27,3,Weapon,18.33
292896,25,1,2024-03-31,2024-03-31,1,Weapon,25.0
292898,42,2,2024-03-09,2024-03-10,2,Weapon,21.0
292906,85,4,2024-03-29,2024-04-25,4,Weapon,21.25
292907,240,5,2024-04-15,2024-04-28,5,Boost,48.0
292908,101,4,2024-04-02,2024-04-08,4,Weapon,25.25
292910,111,2,2024-04-01,2024-04-02,2,Boost,55.5
292911,43,3,2024-04-04,2024-04-12,3,Weapon,14.33
292915,559,4,2024-03-07,2024-03-31,4,Boost,139.75
292916,35,3,2024-03-03,2024-03-23,3,Weapon,11.67
292917,29,1,2024-03-01,2024-03-01,1,Weapon,29.0
292918,83,1,2024-03-23,2024-03-23,1,Weapon,83.0
292919,1665,11,2024-03-03,2024-04-13,10,Weapon,151.36
292920,85,2,2024-04-04,2024-04-06,2,Weapon,42.5
292921,123,6,2024-04-10,2024-04-22,6,Weapon,20.5
292922,81,3,2024-03-05,2024-03-19,3,Weapon,27.0
292923,100,1,2024-03-28,2024-03-28,1,Boost,100.0
292925,1408,6,2024-03-15,2024-04-17,6,Weapon,234.67
292927,46,1,2024-04-13,2024-04-13,1,Weapon,46.0
292928,120,6,2024-03-20,2024-04-08,6,Weapon,20.0
292935,8,1,2024-03-30,2024-03-30,1,Weapon,8.0
292936,98,6,2024-03-03,2024-03-18,6,Weapon,16.33
292937,45,2,2024-04-05,2024-04-09,2,Weapon,22.5
292939,30,1,2024-04-18,2024-04-18,1,Weapon,30.0
292940,101,3,2024-04-14,2024-04-28,3,Weapon,33.67
292942,367,11,2024-03-20,2024-04-25,11,Weapon,33.36
292949,54,2,2024-03-03,2024-03-13,2,Weapon,27.0
292951,10,1,2024-04-14,2024-04-14,1,Weapon,10.0
292952,110,4,2024-03-07,2024-03-24,4,Weapon,27.5
292953,29,4,2024-03-02,2024-03-09,4,Boost,7.25
292955,64,2,2024-03-04,2024-03-05,2,Weapon,32.0
292958,35,3,2024-04-05,2024-04-08,3,Weapon,11.67
292960,66,5,2024-03-19,2024-04-12,5,Weapon,13.2
292961,111,3,2024-04-07,2024-04-10,3,Weapon,37.0
292962,117,4,2024-03-15,2024-03-20,4,Weapon,29.25
292964,67,3,2024-03-11,2024-03-14,3,Weapon,22.33
292966,364,11,2024-03-17,2024-04-04,11,Weapon,33.09
292967,73,4,2024-04-09,2024-04-14,4,Weapon,18.25
292969,126,2,2024-03-17,2024-04-24,2,Boost,63.0
292970,15,1,2024-04-16,2024-04-16,1,Weapon,15.0
292971,135,5,2024-04-19,2024-04-30,5,Weapon,27.0
292973,25,1,2024-03-11,2024-03-11,1,Weapon,25.0
292977,88,3,2024-04-14,2024-04-16,3,Weapon,29.33
292979,82,5,2024-04-10,2024-04-22,5,Weapon,16.4
292980,52,4,2024-04-08,2024-04-23,4,Weapon,13.0
292981,118,4,2024-03-21,2024-04-14,4,Weapon,29.5
292982,10,2,2024-04-07,2024-04-08,2,Weapon,5.0
292983,125,3,2024-03-29,2024-04-06,3,Weapon,41.67
292984,45,2,2024-03-30,2024-03-31,2,Weapon,22.5
292987,172,2,2024-03-30,2024-04-26,2,Boost,86.0
292988,2,1,2024-04-16,2024-04-16,1,Weapon,2.0
292990,60,4,2024-03-23,2024-04-07,4,Weapon,15.0
292992,21,1,2024-03-19,2024-03-19,1,Weapon,21.0
292993,23,1,2024-03-12,2024-03-12,1,Weapon,23.0
292994,1337,2,2024-03-11,2024-03-12,2,Gear,668.5
292996,35,3,2024-03-05,2024-03-11,3,Weapon,11.67
292997,103,4,2024-03-22,2024-04-09,4,Weapon,25.75
292998,240,13,2024-03-07,2024-04-03,13,Weapon,18.46
293000,79,5,2024-03-24,2024-03-31,5,Weapon,15.8
293001,100,1,2024-03-27,2024-03-27,1,Boost,100.0
293005,15,1,2024-03-05,2024-03-05,1,Weapon,15.0
293008,15,1,2024-03-11,2024-03-11,1,Weapon,15.0
293009,244,5,2024-04-07,2024-05-01,5,Weapon,48.8
293011,207,8,2024-03-13,2024-04-04,8,Weapon,25.88
293012,5,1,2024-03-28,2024-03-28,1,Weapon,5.0
293013,465,10,2024-03-14,2024-04-12,10,Weapon,46.5
293015,113,5,2024-03-24,2024-04-05,5,Weapon,22.6
293017,377,14,2024-03-02,2024-04-03,13,Weapon,26.93
293018,114,3,2024-03-22,2024-04-03,3,Weapon,38.0
293021,122,3,2024-04-06,2024-04-09,3,Weapon,40.67
293022,59,3,2024-03-05,2024-03-31,3,Weapon,19.67
293024,59,1,2024-04-14,2024-04-14,1,Weapon,59.0
293028,45,3,2024-03-31,2024-05-01,3,Weapon,15.0
293029,63,2,2024-03-07,2024-03-17,2,Weapon,31.5
293030,141,6,2024-03-17,2024-04-23,6,Weapon,23.5
293034,100,1,2024-04-10,2024-04-10,1,Boost,100.0
293035,66,3,2024-04-02,2024-04-16,3,Weapon,22.0
293037,205,5,2024-03-29,2024-04-28,5,Weapon,41.0
293038,40,2,2024-04-14,2024-04-15,2,Weapon,20.0
293041,15,1,2024-03-22,2024-03-22,1,Weapon,15.0
293042,194,9,2024-04-04,2024-04-29,9,Weapon,21.56
293045,112,2,2024-03-15,2024-03-17,2,Weapon,56.0
293046,63,3,2024-04-20,2024-04-26,3,Weapon,21.0
293047,476,13,2024-03-06,2024-04-30,13,Weapon,36.62
293049,73,4,2024-04-04,2024-04-13,4,Weapon,18.25
293050,124,4,2024-03-06,2024-03-10,4,Weapon,31.0
293051,130,5,2024-04-01,2024-04-28,5,Weapon,26.0
293052,5,1,2024-04-15,2024-04-15,1,Weapon,5.0
293055,4,1,2024-04-01,2024-04-01,1,Weapon,4.0
293057,132,2,2024-03-23,2024-04-01,2,Boost,66.0
293058,51,3,2024-03-06,2024-03-17,3,Weapon,17.0
293060,14,1,2024-03-01,2024-03-01,1,Weapon,14.0
293062,108,4,2024-04-07,2024-04-21,4,Weapon,27.0
293063,10,1,2024-04-13,2024-04-13,1,Weapon,10.0
293064,44,2,2024-04-05,2024-04-06,2,Weapon,22.0
293065,168,2,2024-03-02,2024-03-06,2,Boost,84.0
293066,40,1,2024-04-10,2024-04-10,1,Weapon,40.0
293067,276,4,2024-03-18,2024-04-23,4,Boost,69.0
293069,85,5,2024-03-03,2024-04-10,5,Weapon,17.0
293072,192,7,2024-04-10,2024-05-01,7,Weapon,27.43
293074,35,3,2024-04-05,2024-04-09,3,Weapon,11.67
293075,60,2,2024-03-28,2024-03-29,2,Weapon,30.0
293076,673,9,2024-04-08,2024-05-01,9,Boost,74.78
293079,103,2,2024-03-04,2024-03-09,2,Weapon,51.5
293080,119,8,2024-04-07,2024-04-25,8,Weapon,14.88
293082,160,7,2024-03-22,2024-04-11,7,Weapon,22.86
293083,105,4,2024-03-24,2024-04-16,4,Weapon,26.25
293084,73,2,2024-03-20,2024-03-23,2,Weapon,36.5
293086,128,2,2024-03-07,2024-04-03,2,Boost,64.0
293091,116,5,2024-03-30,2024-04-04,5,Weapon,23.2
293095,169,10,2024-04-10,2024-05-01,10,Weapon,16.9
293096,95,3,2024-04-04,2024-04-06,3,Weapon,31.67
293097,15,1,2024-04-21,2024-04-21,1,Weapon,15.0
293098,11,1,2024-03-07,2024-03-07,1,Weapon,11.0
293100,15,1,2024-03-03,2024-03-03,1,Weapon,15.0
293104,64,2,2024-04-18,2024-04-19,2,Weapon,32.0
293105,36,2,2024-04-15,2024-04-16,2,Weapon,18.0
293109,458,14,2024-04-01,2024-04-28,14,Weapon,32.71
293111,158,5,2024-03-18,2024-04-03,5,Weapon,31.6
293112,8,2,2024-03-12,2024-03-13,2,Weapon,4.0
293113,54,2,2024-03-01,2024-03-24,2,Boost,27.0
293115,204,6,2024-03-07,2024-03-23,6,Weapon,34.0
293120,26,3,2024-03-03,2024-03-08,3,Weapon,8.67
293121,104,2,2024-03-31,2024-04-07,2,Boost,52.0
293122,44,4,2024-04-10,2024-04-17,4,Weapon,11.0
293123,32,3,2024-03-30,2024-04-03,3,Weapon,10.67
293128,79,1,2024-04-27,2024-04-27,1,Boost,79.0
293129,51,4,2024-03-04,2024-03-09,4,Weapon,12.75
293130,199,6,2024-04-19,2024-04-25,5,Weapon,33.17
293131,500,2,2024-04-27,2024-04-29,2,Boost,250.0
293133,62,3,2024-03-29,2024-04-10,3,Weapon,20.67
293134,80,3,2024-03-07,2024-03-17,3,Weapon,26.67
293137,373,7,2024-03-06,2024-04-26,7,Weapon,53.29
293140,733,22,2024-03-15,2024-04-24,19,Weapon,33.32
293141,30,2,2024-03-01,2024-03-06,2,Weapon,15.0
293143,106,5,2024-03-02,2024-03-19,5,Weapon,21.2
293144,163,6,2024-03-26,2024-04-07,6,Weapon,27.17
293146,79,1,2024-05-01,2024-05-01,1,Boost,79.0
293147,35,3,2024-03-03,2024-03-06,3,Weapon,11.67
293148,44,4,2024-03-04,2024-04-07,4,Weapon,11.0
293149,43,2,2024-04-22,2024-04-23,2,Weapon,21.5
293152,49,2,2024-04-18,2024-04-24,2,Weapon,24.5
293153,69,2,2024-04-22,2024-04-24,2,Weapon,34.5
293154,50,1,2024-03-05,2024-03-05,1,Weapon,50.0
293155,46,3,2024-04-01,2024-04-04,3,Weapon,15.33
293158,41,1,2024-03-18,2024-03-18,1,Weapon,41.0
293159,38,4,2024-03-27,2024-04-01,4,Weapon,9.5
293160,50,3,2024-03-28,2024-04-02,3,Weapon,16.67
293161,1,1,2024-03-31,2024-03-31,1,Weapon,1.0
293164,53,1,2024-04-02,2024-04-02,1,Weapon,53.0
293167,99,3,2024-04-01,2024-04-16,3,Weapon,33.0
293168,200,7,2024-04-11,2024-04-22,7,Weapon,28.57
293176,206,5,2024-04-18,2024-04-28,5,Weapon,41.2
293177,88,1,2024-03-27,2024-03-27,1,Weapon,88.0
293179,15,1,2024-04-12,2024-04-12,1,Weapon,15.0
293180,113,2,2024-03-19,2024-03-29,2,Weapon,56.5
293182,59,1,2024-03-03,2024-03-03,1,Weapon,59.0
293184,55,4,2024-03-02,2024-03-09,4,Weapon,13.75
293186,64,2,2024-03-02,2024-03-03,2,Weapon,32.0
293187,15,1,2024-03-25,2024-03-25,1,Weapon,15.0
293189,102,3,2024-03-14,2024-03-17,3,Weapon,34.0
293190,176,8,2024-04-15,2024-05-01,8,Weapon,22.0
293193,205,3,2024-03-24,2024-05-01,3,Boost,68.33
293194,368,12,2024-04-16,2024-04-29,12,Weapon,30.67
293197,513,3,2024-03-24,2024-04-21,3,Weapon,171.0
293198,53,3,2024-03-17,2024-03-20,3,Weapon,17.67
293199,1,1,2024-03-17,2024-03-17,1,Weapon,1.0
293201,37,2,2024-04-22,2024-04-23,2,Weapon,18.5
293202,40,2,2024-03-29,2024-03-30,2,Weapon,20.0
293203,764,5,2024-03-19,2024-04-05,5,Boost,152.8
293204,253,6,2024-03-24,2024-04-22,6,Weapon,42.17
